"NCT_id","matched_string","criteria_string","parent_concept_id","parent_concept_name","w.mod"
"NCT03822273","pain","e, unilateral or bilateral rib fractures diagnosed with chest
             X‑ray

          -  Maximal rib pain score of more than 5 obtained using the numerical rating scale (NRS:
             0‑10)
",4329041,"Pain",FALSE
"NCT00541164","pain","heir primary care physician (PCP) to enroll in
             the study

          -  Regarding weakness, fatigue, and pain, subjects must experience at least two of the
             three symptoms on m",4329041,"Pain",FALSE
"NCT00114374","pain","idepressants, with the exception of trazodone < 100mg/day
             for sleep, or amitriptyline in doses ≤ 50 mg daily for pain. Patients may remain on
             concomitant benzodiazepines (<2 ",4329041,"Pain",FALSE
"NCT03342391","pain","oduced).

          8. EoE has been symptomatic with clinically significant symptoms attributable to EoE
             including dysphagia, abdominal pain or vomiting in the period since endoscopy

   ",4329041,"Pain",TRUE
"NCT00376675","pain"," BP ≥ 100 mmHg on 2 separate visits ≤ 2 months prior to randomization]; or a
             resting heart rate > 100

          5. Moderate or severe pain as defined by an average daily score ≥ 4 on a p",4329041,"Pain",TRUE
"NCT03551587","pain"," or slight widening in lamina dura.

        Exclusion Criteria:

          -  Patients on medication for chronic pain.

          -  Patients having significant systemic disorders.

          -  Teet",4329041,"Pain",TRUE
"NCT03959059","pain"," Single level OVCF in the thoracic and lumbar levels (T10-L4), suffering with severe
             back pain.;

          -  OVCF without damaged vertebral posterior wall and nerve lesion;

          -",4329041,"Pain",TRUE
"NCT02123979","pain"," categorized as partial-boney or full-boney impactions

               -  Self-report of moderate or severe pain on a categorical scale with a minimum of 5
                  out of 10 on the numerical",4329041,"Pain",TRUE
"NCT03960697","mental retardation","diastolic blood
             pressure > 90 mmHg );

          5. Patients have schizophrenia, epilepsy, Parkinson's disease, mental retardation, or
             hearing impairment.

          6. Patie",40277917,"Intellectual disability",FALSE
"NCT03352375","mental retardation","astroesophageal regurgitation risk, reactive airway hiatal
             hernia, peripheric vascular disease, mental retardation, neuropsychiatric illness or
             an lung infection during the l",40277917,"Intellectual disability",FALSE
"NCT01962129","mental retardation","mptomatic relatives have
        to be covered by a national health insurance agency.

        Group 2: Study of the form of syndromic X-linked mental retardation secondary to mutations
        in the",40277917,"Intellectual disability",FALSE
"NCT00070954","mental retardation","a

          -  Psychotic symptoms

          -  Lifetime history of schizophrenia, schizoaffective disorder, or mental retardation

          -  Diagnosis of anxiety disorder, obsessive-compulsive di",40277917,"Intellectual disability",FALSE
"NCT01911442","intellectual disability"," be stable for at least 4
             weeks before screening and consistent throughout the study.

        Exclusion Criteria:

          -  Subjects with profound intellectual disability.

         ",40277917,"Intellectual disability",FALSE
"NCT01157494","mental retardation"," or functional surgery on the plegic UE 6 months prior
             to the video recordings

          -  severe mental retardation attested by the Diagnostic and Statistical Manual of mental
        ",40277917,"Intellectual disability",TRUE
"NCT03452605","mental retardation","
          -  history or MRI evidence of brain damage, including significant trauma, stroke,
             hydrocephalus, mental retardation, or serious neurological disorder,

          -  significant",40277917,"Intellectual disability",TRUE
"NCT03723876","intellectual disability","          -  accepted for care at habilitation unit

        Exclusion Criteria:

          -  diagnosed with intellectual disability (F70*-F73*, F78*-F79* in ICD-10)

          -  medium or severe de",40277917,"Intellectual disability",TRUE
"NCT02963870","intellectual disability","pt

          -  mental disorders significantly impair the self-assessment questionnaire capacities:
             Intellectual disability, autism spectrum disorder, acute psychotic state and,
        ",40277917,"Intellectual disability",TRUE
"NCT00154154","mental retardation","

          -  Psychotic disorder,bipolar I disorder, or dementia

          -  Evidence of an organic brain syndrome or mental retardation

          -  A chronic or serious physical health problem t",40277917,"Intellectual disability",TRUE
"NCT01596699","combined immunodeficiency disease","Anemia

          -  Dyskeratosis Congenita

          -  A known syndrome with increased sensitivity to radiation or alkylating agents

          -  Severe Combined Immunodeficiency Disease eligible ",40483560,"Combined immunodeficiency disease",FALSE
"NCT01960725","combined immunodeficiency disease","        1. History of hypersensitivity to the vaccine or any component of the vaccine

          2. History of Severe Combined Immunodeficiency Disease (SCID)

          3. History of immunocompromise",40483560,"Combined immunodeficiency disease",FALSE
"NCT03166397","combined immunodeficiency disease","arction, cardiac
             arrhythmias, obstructive or restrictive pulmonary disease.

          4. Any form of primary immunodeficiency (such as Severe Combined Immunodeficiency Disease
          ",40483560,"Combined immunodeficiency disease",FALSE
"NCT01000974","combined immunodeficiency disease","of uncorrected congenital malformation of the gastrointestinal tract that
             would predispose the infant to intussusception.

          -  History of Severe Combined Immunodeficiency Disease",40483560,"Combined immunodeficiency disease",FALSE
"NCT00301834","combined immunodeficiency disease","immunodeficiency disease

                    -  Chediak-Higashi disease

                    -  Wiskott-Aldrich syndrome

                    -  Combined immunodeficiency disease (Nezelof's)

       ",40483560,"Combined immunodeficiency disease",FALSE
"NCT03587389","combined immunodeficiency disease","ntestinal tract in
             the child that is likely to predispose child to intussusception.

          -  History of severe combined immunodeficiency disease (SCID), acquired immune deficiency
  ",40483560,"Combined immunodeficiency disease",TRUE
"NCT02422264","combined immunodeficiency disease","virus and hepatitis
             B diseases.

          -  Any confirmed or suspected immunosuppressive or immunodeficient condition including
             severe combined immunodeficiency disease (SC",40483560,"Combined immunodeficiency disease",TRUE
"NCT03834233","combined immunodeficiency disease","hildhood asthma/atopy.

          -  Evidence of clinically significant immunosuppression, including primary
             immunodeficiency state such as Severe Combined Immunodeficiency Disease or con",40483560,"Combined immunodeficiency disease",TRUE
"NCT00972400","combined immunodeficiency disease","ent English language skills

          -  No significant cognitive impairment

          -  No concurrent severe combined immunodeficiency disease

        PRIOR CONCURRENT THERAPY:

          -  See ",40483560,"Combined immunodeficiency disease",TRUE
"NCT00863330","combined immunodeficiency disease","          completion of study treatment

          -  No HIV or hepatitis B or C positivity

          -  No form of primary immunodeficiency (e.g., severe combined immunodeficiency disease or
       ",40483560,"Combined immunodeficiency disease",TRUE
"NCT02403960","oral lesion","  phenytoin, cyclosporin, chronic use of non-steroidal anti-inflammatory drugs),

          3. pregnancy,

          4. acute oral lesions or necrotizing ulcerative periodontitis and

          5. den",43530620,"Oral lesion",FALSE
"NCT01514552","oral lesion","l treatment during the study period.

          -  Have noticeable open lesions, sores that have not healed for more than 3 months, have
             had any active oral lesions or maladies within the",43530620,"Oral lesion",FALSE
"NCT00837174","oral lesion","or tumor mass that can be accurately measured in two dimensions by
                  CT,MRI, medical photograph (skin or oral lesion), plain X-ray, PET scan or other
                  conventional tec",43530620,"Oral lesion",FALSE
"NCT03572959","oral lesion","iteria (Meji and van der Waal
             2003).

          -  presence of painful and atrophic-erosive oral lesions, unresponsive to topical
             corticosteroid therapy

          -  ability",43530620,"Oral lesion",FALSE
"NCT03141554","oral lesion","ng consent and during the study,

          -  Good oral health (e.g., no visible bleeding, inflammation, oral ulcer or oral lesion,
             no need for dental treatment),

          -  Must have",43530620,"Oral lesion",FALSE
